Temperatura do ar ambiente,Rotação do motor - RPM,Carga calculada do motor,Ajuste de combustível de longo prazo - Banco 1,Temperatura do ar admitido - ACT,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,"Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Tensão do módulo,Posição relativa da borboleta - TPS,Posição absoluta da borboleta - TPS,Posição absoluta da borboleta - Sensor B,"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1",Pressão no coletor de admissão - MAP,Estado do sistema de combustível,Carga absoluta do motor,Nº de falhas na memória,Altitude
32 °C,667 rpm,20 %,0 %,39 °C,78 °C,0 %,0.10 V,970 mbar,14.24 V,0 %,11 %,11 %,0.70 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,674 rpm,20 %,0 %,39 °C,78 °C,-2 %,0.16 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,668 rpm,20 %,0 %,39 °C,78 °C,-1 %,0.24 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,678 rpm,20 %,0 %,39 °C,78 °C,0 %,0.10 V,970 mbar,14.15 V,0 %,11 %,11 %,0.14 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,78 °C,1 %,0.12 V,970 mbar,14.24 V,0 %,11 %,11 %,0.68 V,-1 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,39 °C,78 °C,-2 %,0.18 V,970 mbar,14.05 V,0 %,11 %,11 %,0.67 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,670 rpm,20 %,0 %,39 °C,78 °C,-2 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,676 rpm,20 %,0 %,39 °C,78 °C,0 %,0.09 V,970 mbar,14.15 V,0 %,11 %,11 %,0.17 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,671 rpm,20 %,0 %,39 °C,78 °C,1 %,0.13 V,970 mbar,14.15 V,0 %,11 %,11 %,0.71 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,671 rpm,20 %,0 %,39 °C,79 °C,-2 %,0.20 V,970 mbar,14.15 V,0 %,11 %,11 %,0.65 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,666 rpm,20 %,0 %,39 °C,78 °C,0 %,0.30 V,970 mbar,14.24 V,0 %,11 %,11 %,0.10 V,0 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,671 rpm,20 %,0 %,39 °C,78 °C,1 %,0.10 V,970 mbar,13.96 V,0 %,11 %,11 %,0.18 V,1 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,79 °C,1 %,0.12 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,667 rpm,20 %,0 %,39 °C,78 °C,-2 %,0.20 V,970 mbar,14.24 V,0 %,11 %,11 %,0.71 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,671 rpm,20 %,0 %,39 °C,78 °C,-2 %,0.33 V,970 mbar,14.05 V,0 %,11 %,11 %,0.63 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,675 rpm,20 %,0 %,39 °C,79 °C,0 %,0.50 V,970 mbar,14.24 V,0 %,11 %,11 %,0.09 V,0 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,675 rpm,20 %,0 %,39 °C,78 °C,1 %,0.10 V,970 mbar,14.15 V,0 %,11 %,11 %,0.12 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,79 °C,1 %,0.12 V,970 mbar,14.05 V,0 %,11 %,11 %,0.71 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,668 rpm,20 %,0 %,39 °C,79 °C,-1 %,0.18 V,970 mbar,14.24 V,0 %,11 %,11 %,0.74 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,667 rpm,20 %,0 %,39 °C,79 °C,-2 %,0.56 V,970 mbar,14.15 V,1 %,11 %,11 %,0.68 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,669 rpm,20 %,0 %,39 °C,79 °C,-1 %,0.58 V,970 mbar,14.15 V,1 %,11 %,11 %,0.09 V,0 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,674 rpm,21 %,0 %,39 °C,79 °C,0 %,0.15 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,675 rpm,20 %,0 %,39 °C,79 °C,1 %,0.11 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,79 °C,-2 %,0.17 V,970 mbar,14.24 V,0 %,11 %,11 %,0.69 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,671 rpm,20 %,0 %,39 °C,80 °C,0 %,0.26 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,0 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,39 °C,80 °C,1 %,0.10 V,970 mbar,14.05 V,0 %,11 %,11 %,0.14 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,80 °C,1 %,0.11 V,970 mbar,14.15 V,0 %,11 %,11 %,0.74 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,674 rpm,20 %,0 %,39 °C,79 °C,-1 %,0.20 V,970 mbar,14.05 V,0 %,11 %,11 %,0.72 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,670 rpm,20 %,0 %,39 °C,79 °C,-2 %,0.53 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,0 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,669 rpm,20 %,0 %,39 °C,79 °C,1 %,0.50 V,970 mbar,14.24 V,0 %,11 %,11 %,0.12 V,1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,667 rpm,20 %,0 %,39 °C,79 °C,1 %,0.15 V,970 mbar,14.05 V,0 %,11 %,11 %,0.69 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,79 °C,-1 %,0.23 V,970 mbar,14.24 V,0 %,11 %,11 %,0.71 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,669 rpm,20 %,0 %,39 °C,80 °C,-2 %,0.38 V,970 mbar,14.15 V,0 %,11 %,11 %,0.63 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,79 °C,0 %,0.53 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,669 rpm,20 %,0 %,39 °C,79 °C,1 %,0.11 V,970 mbar,14.15 V,1 %,11 %,11 %,0.18 V,1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,20 %,0 %,39 °C,79 °C,-1 %,0.13 V,970 mbar,14.15 V,0 %,11 %,11 %,0.73 V,-1 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,670 rpm,21 %,0 %,41 °C,79 °C,-2 %,0.22 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,673 rpm,20 %,0 %,41 °C,79 °C,0 %,0.35 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,39 °C,79 °C,1 %,0.11 V,970 mbar,14.05 V,0 %,11 %,11 %,0.57 V,1 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,79 °C,-1 %,0.15 V,970 mbar,14.05 V,0 %,11 %,11 %,0.70 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,669 rpm,20 %,0 %,41 °C,79 °C,-2 %,0.26 V,970 mbar,14.24 V,0 %,11 %,11 %,0.41 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,673 rpm,20 %,0 %,41 °C,80 °C,0 %,0.12 V,970 mbar,14.05 V,0 %,11 %,11 %,0.18 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,670 rpm,20 %,0 %,41 °C,80 °C,1 %,0.13 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,669 rpm,20 %,0 %,41 °C,80 °C,-2 %,0.19 V,970 mbar,14.24 V,0 %,11 %,11 %,0.57 V,-2 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,673 rpm,20 %,0 %,41 °C,80 °C,0 %,0.20 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,0 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,41 °C,80 °C,1 %,0.09 V,970 mbar,14.05 V,0 %,11 %,11 %,0.12 V,1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,675 rpm,20 %,0 %,41 °C,80 °C,1 %,0.11 V,970 mbar,14.05 V,0 %,11 %,11 %,0.72 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,671 rpm,20 %,0 %,41 °C,80 °C,-1 %,0.17 V,970 mbar,14.15 V,0 %,11 %,11 %,0.74 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,80 °C,-2 %,0.42 V,970 mbar,14.24 V,0 %,11 %,11 %,0.70 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,670 rpm,20 %,0 %,41 °C,80 °C,-2 %,0.57 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,-1 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,672 rpm,20 %,0 %,41 °C,80 °C,0 %,0.36 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,41 °C,80 °C,0 %,0.10 V,970 mbar,14.24 V,1 %,11 %,11 %,0.69 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,671 rpm,20 %,0 %,41 °C,80 °C,-2 %,0.14 V,970 mbar,14.15 V,1 %,11 %,11 %,0.72 V,-2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,669 rpm,20 %,0 %,41 °C,80 °C,-2 %,0.22 V,970 mbar,14.15 V,0 %,11 %,11 %,0.12 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,19 %,0 %,41 °C,81 °C,0 %,0.11 V,970 mbar,14.24 V,0 %,11 %,11 %,0.09 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,80 °C,1 %,0.10 V,970 mbar,14.15 V,0 %,11 %,11 %,0.12 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,41 °C,81 °C,2 %,0.14 V,970 mbar,14.15 V,0 %,11 %,11 %,0.65 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,41 °C,81 °C,0 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.73 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.35 V,970 mbar,14.24 V,0 %,11 %,11 %,0.51 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,41 °C,80 °C,1 %,0.52 V,970 mbar,14.15 V,0 %,11 %,11 %,0.11 V,1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,81 °C,2 %,0.12 V,970 mbar,14.05 V,0 %,11 %,11 %,0.61 V,2 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,41 °C,80 °C,0 %,0.13 V,970 mbar,14.24 V,0 %,11 %,11 %,0.69 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.65 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,41 °C,81 °C,1 %,0.31 V,970 mbar,14.24 V,0 %,11 %,11 %,0.09 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,81 °C,2 %,0.09 V,970 mbar,14.24 V,0 %,11 %,11 %,0.17 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,80 °C,2 %,0.11 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.17 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,41 °C,81 °C,-2 %,0.27 V,970 mbar,14.15 V,0 %,11 %,11 %,0.15 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,81 °C,1 %,0.25 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,,20 %,0 %,41 °C,81 °C,2 %,0.10 V,970 mbar,14.05 V,0 %,11 %,11 %,0.69 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,41 °C,81 °C,0 %,0.16 V,970 mbar,14.24 V,0 %,11 %,11 %,0.71 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.25 V,970 mbar,14.24 V,0 %,11 %,11 %,0.33 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,81 °C,1 %,0.26 V,970 mbar,14.24 V,0 %,11 %,11 %,0.09 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,41 °C,81 °C,2 %,0.10 V,970 mbar,14.15 V,0 %,11 %,11 %,0.16 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,81 °C,2 %,0.11 V,970 mbar,14.15 V,0 %,11 %,11 %,0.71 V,1 %,290 mbar,Malha fechada null,15 %,0 null,177 m
32 °C,656 rpm,19 %,0 %,41 °C,81 °C,0 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.74 V,-1 %,290 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.61 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,41 °C,81 °C,-2 %,0.60 V,970 mbar,14.15 V,0 %,11 %,11 %,0.13 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,81 °C,1 %,0.58 V,970 mbar,14.24 V,0 %,11 %,11 %,0.09 V,1 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,41 °C,81 °C,2 %,0.46 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,82 °C,2 %,0.11 V,970 mbar,14.24 V,0 %,11 %,11 %,0.69 V,1 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,654 rpm,20 %,0 %,41 °C,81 °C,0 %,0.15 V,970 mbar,14.24 V,0 %,11 %,11 %,0.72 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.25 V,970 mbar,14.24 V,0 %,11 %,11 %,0.52 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,41 °C,81 °C,1 %,0.32 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,81 °C,2 %,0.11 V,970 mbar,14.15 V,0 %,11 %,11 %,0.26 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,81 °C,0 %,0.15 V,970 mbar,14.05 V,0 %,11 %,11 %,0.71 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.25 V,970 mbar,14.15 V,0 %,11 %,11 %,0.67 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,81 °C,1 %,0.36 V,970 mbar,14.24 V,0 %,11 %,11 %,0.10 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,81 °C,2 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.17 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,41 °C,81 °C,2 %,0.15 V,970 mbar,14.24 V,0 %,11 %,11 %,0.71 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,41 °C,81 °C,-1 %,0.25 V,970 mbar,14.15 V,0 %,11 %,11 %,0.67 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,653 rpm,19 %,0 %,41 °C,82 °C,-2 %,0.42 V,970 mbar,14.15 V,1 %,11 %,11 %,0.41 V,0 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,41 °C,82 °C,1 %,0.54 V,970 mbar,14.05 V,0 %,11 %,11 %,0.10 V,1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,41 °C,82 °C,2 %,0.12 V,970 mbar,14.15 V,0 %,11 %,11 %,0.17 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,82 °C,2 %,0.14 V,970 mbar,14.24 V,0 %,11 %,11 %,0.70 V,0 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,41 °C,82 °C,-1 %,0.23 V,970 mbar,14.05 V,0 %,11 %,11 %,0.29 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,41 °C,82 °C,2 %,0.14 V,970 mbar,14.15 V,0 %,11 %,11 %,0.12 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,82 °C,2 %,0.12 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,82 °C,0 %,0.18 V,970 mbar,14.24 V,0 %,11 %,11 %,0.70 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,654 rpm,20 %,0 %,41 °C,82 °C,1 %,0.29 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,654 rpm,20 %,0 %,41 °C,82 °C,2 %,0.11 V,970 mbar,14.15 V,0 %,11 %,11 %,0.15 V,2 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,656 rpm,20 %,0 %,41 °C,82 °C,2 %,0.13 V,970 mbar,14.05 V,0 %,11 %,11 %,0.71 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,667 rpm,20 %,0 %,41 °C,82 °C,-1 %,0.20 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,82 °C,-2 %,0.35 V,970 mbar,14.24 V,0 %,11 %,11 %,0.11 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,41 °C,82 °C,1 %,0.31 V,970 mbar,14.15 V,0 %,11 %,11 %,0.12 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,41 °C,82 °C,2 %,0.12 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,661 rpm,20 %,0 %,41 °C,82 °C,0 %,0.20 V,970 mbar,14.15 V,0 %,11 %,11 %,0.73 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,41 °C,82 °C,-2 %,0.53 V,970 mbar,14.05 V,0 %,11 %,11 %,0.69 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,654 rpm,20 %,0 %,41 °C,82 °C,0 %,0.58 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,0 %,310 mbar,Malha fechada null,17 %,0 null,177 m
32 °C,653 rpm,20 %,0 %,41 °C,82 °C,1 %,0.25 V,970 mbar,14.05 V,0 %,11 %,11 %,0.09 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,41 °C,82 °C,2 %,0.09 V,970 mbar,14.24 V,0 %,11 %,11 %,0.14 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,41 °C,82 °C,0 %,0.12 V,970 mbar,14.15 V,0 %,11 %,11 %,0.73 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,654 rpm,20 %,0 %,41 °C,82 °C,-1 %,0.18 V,970 mbar,14.15 V,0 %,11 %,11 %,0.70 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,653 rpm,20 %,0 %,41 °C,82 °C,-2 %,0.28 V,970 mbar,14.24 V,0 %,11 %,11 %,0.19 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,82 °C,1 %,0.36 V,970 mbar,14.05 V,0 %,11 %,11 %,0.67 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,20 %,0 %,41 °C,82 °C,-2 %,0.42 V,970 mbar,14.15 V,0 %,11 %,11 %,0.66 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,41 °C,82 °C,0 %,0.47 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,41 °C,82 °C,1 %,0.10 V,970 mbar,14.15 V,0 %,11 %,11 %,0.34 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,41 °C,82 °C,-1 %,0.14 V,970 mbar,14.24 V,0 %,11 %,11 %,0.69 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,650 rpm,20 %,0 %,41 °C,82 °C,-2 %,0.22 V,970 mbar,14.15 V,0 %,11 %,11 %,0.29 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,41 °C,82 °C,1 %,0.28 V,970 mbar,14.15 V,0 %,11 %,11 %,0.10 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,664 rpm,20 %,0 %,41 °C,83 °C,2 %,0.11 V,970 mbar,14.15 V,0 %,11 %,11 %,0.67 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,41 °C,82 °C,-1 %,0.17 V,970 mbar,14.15 V,0 %,11 %,11 %,0.69 V,-2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,41 °C,82 °C,-2 %,0.29 V,970 mbar,14.05 V,0 %,11 %,11 %,0.12 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,42 °C,82 °C,1 %,0.29 V,970 mbar,14.15 V,0 %,11 %,11 %,0.14 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,41 °C,83 °C,2 %,0.14 V,970 mbar,14.24 V,0 %,11 %,11 %,0.69 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,659 rpm,20 %,0 %,42 °C,82 °C,-1 %,0.17 V,970 mbar,14.24 V,0 %,11 %,11 %,0.73 V,-1 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,662 rpm,20 %,0 %,42 °C,82 °C,-2 %,0.35 V,970 mbar,14.15 V,0 %,11 %,11 %,0.12 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,655 rpm,20 %,0 %,42 °C,82 °C,1 %,0.30 V,970 mbar,14.24 V,0 %,11 %,11 %,0.11 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,42 °C,83 °C,2 %,0.12 V,970 mbar,14.15 V,0 %,11 %,11 %,0.71 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,658 rpm,20 %,0 %,42 °C,82 °C,-1 %,0.19 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,42 °C,82 °C,-2 %,0.33 V,970 mbar,14.15 V,1 %,11 %,11 %,0.59 V,-2 %,310 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,660 rpm,20 %,0 %,42 °C,83 °C,0 %,0.52 V,970 mbar,14.15 V,0 %,11 %,11 %,0.09 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,663 rpm,20 %,0 %,42 °C,82 °C,1 %,0.10 V,970 mbar,14.24 V,0 %,11 %,11 %,0.12 V,2 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,652 rpm,20 %,0 %,42 °C,82 °C,2 %,0.11 V,970 mbar,14.24 V,0 %,11 %,11 %,0.69 V,0 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,657 rpm,20 %,0 %,42 °C,83 °C,0 %,0.16 V,970 mbar,14.15 V,0 %,11 %,11 %,0.72 V,-1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
32 °C,656 rpm,20 %,0 %,42 °C,83 °C,-1 %,0.27 V,970 mbar,14.15 V,0 %,11 %,11 %,0.14 V,1 %,300 mbar,Malha fechada null,16 %,0 null,177 m
