Temperatura do ar ambiente,Rotação do motor - RPM,Carga calculada do motor,Ajuste de combustível de longo prazo - Banco 1,Temperatura do ar admitido - ACT,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,"Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Tensão do módulo,Posição relativa da borboleta - TPS,Posição absoluta da borboleta - TPS,Posição absoluta da borboleta - Sensor B,"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1",Pressão no coletor de admissão - MAP,Estado do sistema de combustível,Carga absoluta do motor,Nº de falhas na memória,Altitude
,1992 rpm,17 %,,,52 °C,,,,,,,,,,,,,,845 m
,1984 rpm,17 %,,,52 °C,,,,,,,,,,,,,,845 m
,1973 rpm,17 %,,,52 °C,,,,,,,,,,,,,,845 m
,1959 rpm,17 %,,,52 °C,,,,,,,,,,,,,,845 m
,1943 rpm,18 %,,,52 °C,,,,,,,,,,,,,,845 m
,1925 rpm,18 %,,,53 °C,,,,,,,,,,,,,,845 m
,1891 rpm,19 %,,,53 °C,,,,,,,,,,,,,,845 m
,1880 rpm,20 %,,,53 °C,,,,,,,,,,,,,,845 m
,1870 rpm,20 %,,,53 °C,,,,,,,,,,,,,,845 m
,1870 rpm,21 %,,,53 °C,,,,,,,,,,,,,,845 m
,1868 rpm,22 %,,,53 °C,,,,,,,,,,,,,,845 m
,1854 rpm,23 %,,,53 °C,,,,,,,,,,,,,,845 m
,1852 rpm,24 %,,,53 °C,,,,,,,,,,,,,,845 m
,1846 rpm,25 %,,,53 °C,,,,,,,,,,,,,,845 m
,1840 rpm,28 %,,,53 °C,,,,,,,,,,,,,,845 m
,1796 rpm,29 %,,,53 °C,,,,,,,,,,,,,,845 m
,1786 rpm,31 %,,,53 °C,,,,,,,,,,,,,,845 m
,1784 rpm,34 %,,,53 °C,,,,,,,,,,,,,,845 m
,1714 rpm,36 %,,,53 °C,,,,,,,,,,,,,,845 m
,1624 rpm,42 %,,,53 °C,,,,,,,,,,,,,,845 m
,1562 rpm,48 %,,,53 °C,,,,,,,,,,,,,,845 m
,1497 rpm,53 %,,,53 °C,,,,,,,,,,,,,,845 m
,1492 rpm,56 %,,,53 °C,,,,,,,,,,,,,,845 m
,1489 rpm,57 %,,,53 °C,,,,,,,,,,,,,,845 m
,1464 rpm,58 %,,,53 °C,,,,,,,,,,,,,,845 m
,1459 rpm,59 %,,,53 °C,,,,,,,,,,,,,,845 m
,1508 rpm,58 %,,,53 °C,,,,,,,,,,,,,,845 m
,1597 rpm,57 %,,,53 °C,,,,,,,,,,,,,,845 m
,1667 rpm,54 %,,,53 °C,,,,,,,,,,,,,,845 m
,1754 rpm,48 %,,,53 °C,,,,,,,,,,,,,,845 m
,2142 rpm,47 %,,,53 °C,,,,,,,,,,,,,,845 m
,2403 rpm,42 %,,,53 °C,,,,,,,,,,,,,,845 m
,2655 rpm,38 %,,,53 °C,,,,,,,,,,,,,,845 m
,2844 rpm,35 %,,,53 °C,,,,,,,,,,,,,,845 m
,3013 rpm,31 %,,,53 °C,,,,,,,,,,,,,,845 m
,3160 rpm,25 %,,,53 °C,,,,,,,,,,,,,,845 m
,3367 rpm,24 %,,,53 °C,,,,,,,,,,,,,,845 m
,3436 rpm,22 %,,,53 °C,,,,,,,,,,,,,,845 m
,3500 rpm,17 %,,,53 °C,,,,,,,,,,,,,,845 m
,3517 rpm,15 %,,,53 °C,,,,,,,,,,,,,,845 m
,3497 rpm,15 %,,,54 °C,,,,,,,,,,,,,,845 m
,3451 rpm,14 %,,,54 °C,,,,,,,,,,,,,,845 m
,3402 rpm,15 %,,,53 °C,,,,,,,,,,,,,,845 m
,3316 rpm,15 %,,,54 °C,,,,,,,,,,,,,,845 m
,3280 rpm,16 %,,,54 °C,,,,,,,,,,,,,,845 m
,3265 rpm,17 %,,,54 °C,,,,,,,,,,,,,,845 m
,3251 rpm,17 %,,,54 °C,,,,,,,,,,,,,,845 m
,3241 rpm,18 %,,,54 °C,,,,,,,,,,,,,,845 m
,3231 rpm,18 %,,,54 °C,,,,,,,,,,,,,,845 m
,3214 rpm,18 %,,,54 °C,,,,,,,,,,,,,,845 m
,3211 rpm,18 %,,,54 °C,,,,,,,,,,,,,,845 m
,3203 rpm,18 %,,,54 °C,,,,,,,,,,,,,,845 m
,3198 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3195 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3185 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3185 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3185 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3183 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3187 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3186 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3190 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3194 rpm,19 %,,,54 °C,,,,,,,,,,,,,,845 m
,3196 rpm,20 %,,,54 °C,,,,,,,,,,,,,,845 m
,3199 rpm,20 %,,,54 °C,,,,,,,,,,,,,,845 m
,3203 rpm,20 %,,,54 °C,,,,,,,,,,,,,,845 m
,3204 rpm,20 %,,,54 °C,,,,,,,,,,,,,,845 m
,3219 rpm,20 %,,,54 °C,,,,,,,,,,,,,,845 m
,3226 rpm,20 %,,,54 °C,,,,,,,,,,,,,,845 m
,3233 rpm,21 %,,,54 °C,,,,,,,,,,,,,,845 m
,3243 rpm,21 %,,,60 °C,,,,,,,,,,,,,,845 m
,715 rpm,27 %,,,60 °C,,,,,,,,,,,,,,845 m
,715 rpm,34 %,,,60 °C,,,,,,,,,,,,,,845 m
,776 rpm,38 %,,,60 °C,,,,,,,,,,,,,,845 m
,1074 rpm,51 %,,,60 °C,,,,,,,,,,,,,,845 m
,1275 rpm,52 %,,,60 °C,,,,,,,,,,,,,,845 m
,1432 rpm,42 %,,,60 °C,,,,,,,,,,,,,,845 m
,1671 rpm,30 %,,,60 °C,,,,,,,,,,,,,,845 m
,1809 rpm,32 %,,,60 °C,,,,,,,,,,,,,,845 m
,1928 rpm,28 %,,,60 °C,,,,,,,,,,,,,,845 m
,2051 rpm,22 %,,,60 °C,,,,,,,,,,,,,,845 m
,2126 rpm,49 %,,,60 °C,,,,,,,,,,,,,,845 m
,2464 rpm,40 %,,,60 °C,,,,,,,,,,,,,,845 m
,2450 rpm,25 %,,,60 °C,,,,,,,,,,,,,,845 m
,2442 rpm,20 %,,,60 °C,,,,,,,,,,,,,,845 m
,2497 rpm,62 %,,,60 °C,,,,,,,,,,,,,,845 m
,2582 rpm,46 %,,,60 °C,,,,,,,,,,,,,,845 m
,2871 rpm,23 %,,,60 °C,,,,,,,,,,,,,,845 m
,2904 rpm,25 %,,,60 °C,,,,,,,,,,,,,,845 m
,3163 rpm,45 %,,,60 °C,,,,,,,,,,,,,,845 m
,3206 rpm,22 %,,,60 °C,,,,,,,,,,,,,,845 m
,3118 rpm,15 %,,,60 °C,,,,,,,,,,,,,,845 m
,2938 rpm,71 %,,,60 °C,,,,,,,,,,,,,,845 m
,3012 rpm,53 %,,,60 °C,,,,,,,,,,,,,,845 m
,3331 rpm,24 %,,,60 °C,,,,,,,,,,,,,,845 m
,3314 rpm,13 %,,,60 °C,,,,,,,,,,,,,,845 m
,2982 rpm,15 %,,,60 °C,,,,,,,,,,,,,,845 m
,2950 rpm,74 %,,,60 °C,,,,,,,,,,,,,,845 m
,3190 rpm,45 %,,,60 °C,,,,,,,,,,,,,,845 m
,3208 rpm,18 %,,,60 °C,,,,,,,,,,,,,,845 m
,3129 rpm,13 %,,,61 °C,,,,,,,,,,,,,,845 m
,2948 rpm,15 %,,,60 °C,,,,,,,,,,,,,,845 m
,2927 rpm,45 %,,,60 °C,,,,,,,,,,,,,,845 m
,3078 rpm,22 %,,,61 °C,,,,,,,,,,,,,,845 m
,3017 rpm,15 %,,,61 °C,,,,,,,,,,,,,,845 m
,2825 rpm,18 %,,,61 °C,,,,,,,,,,,,,,845 m
,2703 rpm,31 %,,,61 °C,,,,,,,,,,,,,,845 m
,2811 rpm,17 %,,,61 °C,,,,,,,,,,,,,,845 m
,2766 rpm,16 %,,,61 °C,,,,,,,,,,,,,,845 m
,2600 rpm,36 %,,,61 °C,,,,,,,,,,,,,,845 m
,2725 rpm,22 %,,,61 °C,,,,,,,,,,,,,,845 m
,2658 rpm,16 %,,,61 °C,,,,,,,,,,,,,,845 m
,2658 rpm,64 %,,,61 °C,,,,,,,,,,,,,,845 m
,2745 rpm,45 %,,,61 °C,,,,,,,,,,,,,,845 m
,2978 rpm,22 %,,,61 °C,,,,,,,,,,,,,,845 m
,2969 rpm,15 %,,,61 °C,,,,,,,,,,,,,,845 m
,2658 rpm,18 %,,,61 °C,,,,,,,,,,,,,,845 m
,2647 rpm,21 %,,,61 °C,,,,,,,,,,,,,,845 m
,2693 rpm,18 %,,,61 °C,,,,,,,,,,,,,,845 m
,2731 rpm,13 %,,,61 °C,,,,,,,,,,,,,,845 m
,2678 rpm,13 %,,,61 °C,,,,,,,,,,,,,,845 m
,2518 rpm,16 %,,,62 °C,,,,,,,,,,,,,,845 m
,2473 rpm,22 %,,,62 °C,,,,,,,,,,,,,,845 m
,2506 rpm,24 %,,,62 °C,,,,,,,,,,,,,,845 m
,2548 rpm,24 %,,,62 °C,,,,,,,,,,,,,,845 m
,2600 rpm,25 %,,,62 °C,,,,,,,,,,,,,,845 m
,2651 rpm,24 %,,,62 °C,,,,,,,,,,,,,,845 m
,2709 rpm,24 %,,,62 °C,,,,,,,,,,,,,,845 m
,2756 rpm,24 %,,,62 °C,,,,,,,,,,,,,,845 m
,2806 rpm,24 %,,,62 °C,,,,,,,,,,,,,,845 m
,2898 rpm,23 %,,,62 °C,,,,,,,,,,,,,,845 m
,2942 rpm,22 %,,,62 °C,,,,,,,,,,,,,,845 m
,2980 rpm,22 %,,,62 °C,,,,,,,,,,,,,,845 m
,3019 rpm,22 %,,,62 °C,,,,,,,,,,,,,,845 m
,3055 rpm,22 %,,,62 °C,,,,,,,,,,,,,,845 m
,3087 rpm,21 %,,,62 °C,,,,,,,,,,,,,,845 m
,3149 rpm,22 %,,,62 °C,,,,,,,,,,,,,,845 m
,3180 rpm,21 %,,,62 °C,,,,,,,,,,,,,,845 m
,3205 rpm,21 %,,,62 °C,,,,,,,,,,,,,,845 m
,3233 rpm,21 %,,,62 °C,,,,,,,,,,,,,,845 m
,3259 rpm,21 %,,,62 °C,,,,,,,,,,,,,,845 m
,3281 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3306 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3331 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3331 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3328 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3323 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3317 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3319 rpm,20 %,,,62 °C,,,,,,,,,,,,,,845 m
,3335 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3363 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3375 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3378 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3370 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3368 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3373 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3392 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3406 rpm,20 %,,,63 °C,,,,,,,,,,,,,,845 m
,3418 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3427 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3434 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3444 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3453 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3458 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3464 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3467 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3464 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3463 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3465 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3467 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3468 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3468 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3470 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3471 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3472 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3474 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3475 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3476 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3478 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3477 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3476 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3476 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3476 rpm,19 %,,,63 °C,,,,,,,,,,,,,,845 m
,3473 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3473 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3475 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3475 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3470 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3473 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3473 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3472 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3468 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3473 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3475 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3475 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3473 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3474 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3477 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3477 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3475 rpm,18 %,,,63 °C,,,,,,,,,,,,,,845 m
,3478 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3481 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3481 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3484 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3486 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3488 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3488 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3490 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3494 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3496 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3499 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3503 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3504 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3503 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3498 rpm,19 %,,,64 °C,,,,,,,,,,,,,,845 m
,3505 rpm,19 %,,,64 °C,,,,,,,,,,,,,,845 m
,3512 rpm,19 %,,,64 °C,,,,,,,,,,,,,,845 m
,3519 rpm,19 %,,,64 °C,,,,,,,,,,,,,,845 m
,3525 rpm,19 %,,,64 °C,,,,,,,,,,,,,,845 m
,3531 rpm,19 %,,,64 °C,,,,,,,,,,,,,,845 m
,3540 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3554 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3559 rpm,18 %,,,64 °C,,,,,,,,,,,,,,845 m
,3563 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3570 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3574 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3586 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3589 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3592 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3591 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3594 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3598 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3603 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3606 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3607 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3609 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3610 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3609 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3606 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3605 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3604 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3602 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3602 rpm,18 %,,,65 °C,,,,,,,,,,,,,,845 m
,3604 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3606 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3607 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3607 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3607 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3611 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3610 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3613 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3616 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3616 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3618 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3618 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3618 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3618 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3618 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3618 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3621 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3621 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3623 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3623 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3628 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3628 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3629 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3633 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3632 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3629 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3630 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3632 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3639 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3643 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3642 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3644 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3643 rpm,17 %,,,66 °C,,,,,,,,,,,,,,845 m
,3643 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3638 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3635 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3632 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3632 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3629 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3621 rpm,18 %,,,66 °C,,,,,,,,,,,,,,845 m
,3618 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3614 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3614 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3611 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3605 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3604 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3602 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3599 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3597 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3599 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3597 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3598 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3598 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3600 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3598 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3599 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3597 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3598 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3598 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3599 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3602 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3602 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3601 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3600 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3601 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3603 rpm,18 %,,,67 °C,,,,,,,,,,,,,,845 m
,3602 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3605 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3605 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3601 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3603 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3601 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3601 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3603 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3604 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3604 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3607 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3608 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3611 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3612 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3611 rpm,18 %,,,68 °C,,,,,,,,,,,,,,845 m
,3607 rpm,18 %,,,,,,,,,,,,,,,,,845 m
,4021 rpm,17 %,,,73 °C,,,,,,,,,,,,,,845 m
,4013 rpm,18 %,,,73 °C,,,,,,,,,,,,,,845 m
,4012 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,4011 rpm,18 %,,,73 °C,,,,,,,,,,,,,,845 m
,4006 rpm,18 %,,,73 °C,,,,,,,,,,,,,,845 m
,4006 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,4005 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,4002 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,4003 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3999 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,4001 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3999 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3996 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3996 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3996 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3993 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3991 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3990 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3990 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3986 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3979 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3975 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3968 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3965 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3956 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3956 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3951 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3947 rpm,17 %,,,74 °C,,,,,,,,,,,,,,845 m
,3943 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3941 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3938 rpm,18 %,,,74 °C,,,,,,,,,,,,,,845 m
,3938 rpm,17 %,,,75 °C,,,,,,,,,,,,,,845 m
,3934 rpm,17 %,,,75 °C,,,,,,,,,,,,,,845 m
,3932 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3933 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3931 rpm,17 %,,,75 °C,,,,,,,,,,,,,,845 m
,3929 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3930 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3929 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3929 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3926 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
